LOWZIP,HIGHZIP,TERMINAL,SERV_IN,SERV_OUT,DAYS_IN,DAYS_OUT
50067,50068,IA002,D,4,4,D
50069,50070,IA002,D,3,3,D
50071,50071,IA002,D,4,4,D
50072,50073,IA002,D,3,3,D
50074,50078,IA002,D,4,4,D
50099,50099,IA002,D,3,3,D
50101,50103,IA002,D,4,4,D
50104,50104,IA001,D,4,4,D
50105,50105,IA002,D,3,3,D
50106,50108,IA002,D,4,4,D
50109,50109,IA002,D,3,3,D
50110,50110,IA002,D,4,4,D
50111,50111,IA002,D,3,3,D
50112,50117,IA002,D,4,4,D
50118,50118,IA002,D,3,3,D
50119,50123,IA002,D,4,4,D
50124,50125,IA002,D,3,3,D
50126,50126,IA002,D,4,4,D
50127,50128,IA002,D,3,3,D
50129,50130,IA002,D,4,4,D
50131,50131,IA002,D,3,3,D
50132,50133,IA002,D,4,4,D
50134,50134,IA002,D,3,3,D
50135,50135,IA002,D,4,4,D
50136,50136,IA001,D,4,4,D
50137,50137,IA002,D,4,4,D
50138,50139,IA002,D,3,3,D
50140,50144,IA002,D,4,4,D
50145,50146,IA002,D,3,3,D
50147,50148,IA002,D,4,4,D
50149,50149,IA002,D,3,3,D
50150,50151,IA002,D,4,4,D
50152,50152,IA002,D,3,3,D
50153,50155,IA002,D,4,4,D
50156,50156,IA002,D,3,3,D
50157,50158,IA002,D,4,4,D
50160,50162,IA002,D,3,3,D
50163,50163,IA002,D,4,4,D
50164,50164,IA002,D,3,3,D
50165,50165,IA002,D,4,4,D
50166,50170,IA002,D,3,3,D
50171,50174,IA002,D,4,4,D
50201,50201,IA002,D,3,3,D
50206,50207,IA002,D,4,4,D
50208,50216,IA002,D,3,3,D
50217,50217,IA002,D,4,4,D
50218,50218,IA002,D,3,3,D
50219,50219,IA002,D,4,4,D
50220,50222,IA002,D,3,3,D
50223,50223,IA002,D,4,4,D
50225,50226,IA002,D,3,3,D
50227,50227,IA002,D,4,4,D
50228,50229,IA002,D,3,3,D
50230,50231,IA002,D,4,4,D
50232,50235,IA002,D,3,3,D
50236,50236,IA002,D,4,4,D
50237,50237,IA002,D,3,3,D
50238,50239,IA002,D,4,4,D
50240,50241,IA002,D,3,3,D
50242,50242,IA002,D,4,4,D
50243,50244,IA002,D,3,3,D
50246,50249,IA002,D,4,4,D
50250,50250,IA002,D,3,3,D
50251,50251,IA002,D,4,4,D
50252,50252,IA002,D,3,3,D
50254,50254,IA002,D,4,4,D
50255,50255,IA001,D,4,4,D
50256,50256,IA002,D,4,4,D
50257,50257,IA002,D,3,3,D
50258,50259,IA002,D,4,4,D
50261,50261,IA002,D,3,3,D
50262,50262,IA002,D,4,4,D
50263,50263,IA002,D,3,3,D
50264,50264,IA002,D,4,4,D
50265,50266,IA002,D,3,3,D
50268,50268,IA001,D,4,4,D
50269,50272,IA002,D,4,4,D
50273,50273,IA002,D,3,3,D
50274,50275,IA002,D,4,4,D
50276,50277,IA002,D,3,3,D
50278,50278,IA002,D,4,4,D
50301,50306,IA002,D,8,8,D
50307,50336,IA002,D,3,3,D
50340,50340,IA002,D,8,8,D
50359,50392,IA002,D,3,3,D
50393,50393,IA002,D,8,8,D
50395,50398,IA002,D,3,3,D
50401,50401,IA002,D,4,4,D
50402,50402,IA002,D,8,8,D
50420,50423,IA002,D,4,4,D
50424,50426,IA002,D,8,8,D
50427,50444,IA002,D,4,4,D
50446,50446,IA002,D,8,8,D
50447,50449,IA002,D,4,4,D
50450,50451,IA002,D,8,8,D
50452,50453,IA002,D,4,4,D
50454,50455,IA001,D,4,4,D
50456,50459,IA002,D,4,4,D
50460,50460,IA001,D,4,4,D
50461,50461,IA002,D,8,8,D
50464,50464,IA002,D,4,4,D
50465,50465,IA002,D,8,8,D
50466,50466,IA001,D,4,4,D
50467,50471,IA002,D,4,4,D
50472,50472,IA002,D,8,8,D
50473,50475,IA002,D,4,4,D
50476,50476,IA001,D,4,4,D
50477,50479,IA002,D,4,4,D
50480,50481,IA002,D,8,8,D
50482,50511,IA002,D,4,4,D
50514,50515,IA002,D,8,8,D
50516,50530,IA002,D,4,4,D
50531,50531,IA002,D,8,8,D
50532,50554,IA002,D,4,4,D
50556,50556,IA002,D,8,8,D
50557,50575,IA002,D,4,4,D
50576,50576,IA002,D,8,8,D
50577,50577,IA002,D,4,4,D
50578,50578,IA002,D,8,8,D
50579,50583,IA002,D,4,4,D
50585,50585,IA002,D,8,8,D
50586,50588,IA002,D,4,4,D
50590,50590,IA002,D,8,8,D
50591,50602,IA002,D,4,4,D
50603,50603,IA001,D,4,4,D
50604,50605,IA002,D,4,4,D
50606,50607,IA001,D,4,4,D
50608,50611,IA002,D,4,4,D
50612,50620,IA001,D,4,4,D
50621,50621,IA002,D,4,4,D
50622,50623,IA001,D,4,4,D
50624,50625,IA002,D,4,4,D
50626,50626,IA001,D,4,4,D
50627,50627,IA002,D,4,4,D
50628,50631,IA001,D,4,4,D
50632,50633,IA002,D,4,4,D
50634,50634,IA001,D,4,4,D
50635,50638,IA002,D,4,4,D
50641,50641,IA001,D,4,4,D
50642,50642,IA002,D,4,4,D
50643,50643,IA001,D,4,4,D
50644,50644,IA001,D,3,3,D
50645,50648,IA001,D,4,4,D
50649,50649,IA002,D,4,4,D
50650,50651,IA001,D,4,4,D
50652,50653,IA002,D,4,4,D
50654,50655,IA001,D,4,4,D
50657,50657,IA002,D,4,4,D
50658,50664,IA001,D,4,4,D
50665,50665,IA002,D,4,4,D
50666,50668,IA001,D,4,4,D
50669,50669,IA002,D,4,4,D
50670,50671,IA001,D,4,4,D
50672,50672,IA002,D,4,4,D
50673,50677,IA001,D,4,4,D
50680,50680,IA002,D,4,4,D
50681,50703,IA001,D,4,4,D
50704,50704,IA001,D,8,8,D
50707,50707,IA001,D,4,4,D
50801,50846,IA002,D,4,4,D
50847,50847,IA001,D,8,8,D
50848,50863,IA002,D,4,4,D
50864,50864,NE001,D,4,4,D
50936,50981,IA002,D,3,3,D
51001,51001,NE001,D,4,4,D
51002,51002,IA002,D,8,8,D
51003,51004,NE001,D,4,4,D
51005,51005,IA002,D,8,8,D
51006,51010,NE001,D,4,4,D
51011,51011,IA001,D,8,8,D
51012,51012,NE001,D,4,4,D
51014,51014,NE001,D,8,8,D
51015,51020,NE001,D,4,4,D
51022,51022,NE001,D,8,8,D
51023,51026,NE001,D,4,4,D
51027,51027,NE001,D,8,8,D
51028,51031,NE001,D,4,4,D
51033,51033,IA002,D,8,8,D
51034,51034,NE001,D,4,4,D
51035,51035,NE001,D,8,8,D
51036,51040,NE001,D,4,4,D
51041,51041,NE001,D,8,8,D
51044,51045,NE001,D,4,4,D
51046,51046,NE001,D,8,8,D
51047,51047,IA002,D,8,8,D
51048,51052,NE001,D,4,4,D
51053,51053,IA002,D,4,4,D
51054,51056,NE001,D,4,4,D
51058,51058,IA002,D,8,8,D
51060,51101,NE001,D,4,4,D
51102,51102,NE001,D,8,8,D
51103,51111,NE001,D,4,4,D
51201,51241,NE001,D,8,8,D
51242,51242,IA001,D,8,8,D
51243,51244,NE001,D,8,8,D
51245,51245,IA002,D,8,8,D
51246,51247,NE001,D,8,8,D
51248,51249,IA002,D,8,8,D
51250,51250,NE001,D,8,8,D
51301,51366,IA002,D,8,8,D
51401,51430,IA002,D,4,4,D
51431,51431,NE001,D,4,4,D
51432,51436,IA002,D,4,4,D
51439,51439,NE001,D,4,4,D
51440,51440,IA002,D,4,4,D
51441,51442,NE001,D,4,4,D
51443,51444,IA002,D,4,4,D
51445,51445,NE001,D,4,4,D
51446,51446,IA002,D,4,4,D
51447,51447,NE001,D,4,4,D
51448,51459,IA002,D,4,4,D
51460,51461,NE001,D,4,4,D
51462,51467,IA002,D,4,4,D
51501,51501,NE001,D,3,3,D
51502,51502,NE001,D,8,8,D
51503,51510,NE001,D,3,3,D
51520,51520,NE001,D,4,4,D
51521,51521,NE001,D,3,3,D
51523,51523,NE001,D,4,4,D
51525,51526,NE001,D,3,3,D
51527,51530,NE001,D,4,4,D
51531,51531,IA002,D,4,4,D
51532,51532,NE001,D,4,4,D
51533,51536,NE001,D,3,3,D
51537,51537,NE001,D,4,4,D
51540,51542,NE001,D,3,3,D
51543,51543,IA002,D,4,4,D
51544,51545,NE001,D,4,4,D
51546,51551,NE001,D,3,3,D
51552,51552,NE001,D,4,4,D
51553,51557,NE001,D,3,3,D
51558,51558,NE001,D,4,4,D
51559,51561,NE001,D,3,3,D
51562,51562,NE001,D,4,4,D
51563,51563,NE001,D,3,3,D
51564,51564,NE001,D,4,4,D
51565,51565,NE001,D,3,3,D
51566,51566,NE001,D,4,4,D
51570,51571,NE001,D,3,3,D
51572,51573,NE001,D,4,4,D
51575,51576,NE001,D,3,3,D
51577,51579,NE001,D,4,4,D
51593,51593,NE001,D,8,8,D
51601,51640,MO002,D,4,4,D
51645,51645,MO002,D,8,8,D
51646,51648,MO002,D,4,4,D
51649,51649,MO002,D,8,8,D
51650,51652,MO002,D,4,4,D
51653,51654,MO002,D,8,8,D
51656,51656,MO002,D,4,4,D
52001,52056,IA001,D,4,4,D
52057,52057,IA001,D,3,3,D
52060,52175,IA001,D,4,4,D
52201,52206,IA001,D,3,3,D
52207,52207,IA001,D,4,4,D
52208,52210,IA001,D,3,3,D
52211,52211,IA001,D,4,4,D
52212,52220,IA001,D,3,3,D
52221,52224,IA001,D,4,4,D
52225,52229,IA001,D,3,3,D
52231,52232,IA001,D,4,4,D
52233,52236,IA001,D,3,3,D
52237,52237,IA001,D,4,4,D
52240,52243,IA001,D,3,3,D
52244,52244,IA001,D,8,8,D
52245,52247,IA001,D,3,3,D
52248,52248,IA001,D,4,4,D
52249,52253,IA001,D,3,3,D
52254,52254,IA001,D,4,4,D
52255,52307,IA001,D,3,3,D
52308,52309,IA001,D,4,4,D
52310,52315,IA001,D,3,3,D
52316,52316,IA001,D,4,4,D
52317,52322,IA001,D,3,3,D
52323,52323,IA001,D,4,4,D
52324,52334,IA001,D,3,3,D
52335,52335,IA001,D,4,4,D
52336,52338,IA001,D,3,3,D
52339,52339,IA002,D,4,4,D
52340,52341,IA001,D,3,3,D
52342,52342,IA002,D,4,4,D
52344,52352,IA001,D,3,3,D
52353,52353,IA001,D,4,4,D
52354,52354,IA001,D,3,3,D
52355,52355,IA001,D,4,4,D
52356,52358,IA001,D,3,3,D
52359,52359,IA001,D,4,4,D
52361,52405,IA001,D,3,3,D
52406,52410,IA001,D,8,8,D
52411,52499,IA001,D,3,3,D
52501,52501,IA002,D,4,4,D
52530,52530,IA001,D,4,4,D
52531,52531,IA002,D,4,4,D
52533,52533,IA001,D,4,4,D
52534,52534,IA002,D,4,4,D
52535,52535,IA001,D,4,4,D
52536,52537,IA002,D,4,4,D
52540,52542,IA001,D,4,4,D
52543,52549,IA002,D,4,4,D
52550,52551,IA001,D,4,4,D
52552,52553,IA002,D,4,4,D
52554,52554,IA001,D,4,4,D
52555,52555,IA002,D,4,4,D
52556,52560,IA001,D,4,4,D
52561,52561,IA002,D,4,4,D
52562,52565,IA001,D,4,4,D
52566,52566,IA002,D,4,4,D
52567,52568,IA001,D,4,4,D
52569,52569,IA002,D,4,4,D
52570,52570,IA001,D,4,4,D
52571,52572,IA002,D,4,4,D
52573,52573,IA001,D,4,4,D
52574,52574,IA002,D,4,4,D
52576,52576,IA001,D,4,4,D
52577,52577,IA002,D,4,4,D
52580,52580,IA001,D,4,4,D
52581,52583,IA002,D,4,4,D
52584,52585,IA001,D,4,4,D
52586,52586,IA002,D,4,4,D
52588,52588,IA001,D,4,4,D
52590,52590,IA002,D,4,4,D
52591,52591,IA001,D,4,4,D
52593,52595,IA002,D,4,4,D
52601,52701,IA001,D,4,4,D
52720,52721,IA001,D,3,3,D
52722,52728,IA001,D,4,4,D
52729,52729,IA001,D,3,3,D
52730,52732,IA001,D,4,4,D
52733,52733,IA001,D,8,8,D
52734,52754,IA001,D,4,4,D
52755,52755,IA001,D,3,3,D
52756,52765,IA001,D,4,4,D
52766,52766,IA001,D,3,3,D
52767,52771,IA001,D,4,4,D
52772,52772,IA001,D,3,3,D
52773,52774,IA001,D,4,4,D
52776,52777,IA001,D,3,3,D
52778,52804,IA001,D,4,4,D
52805,52805,IA001,D,8,8,D
52806,52807,IA001,D,4,4,D
52808,52809,IA001,D,8,8,D
53001,53007,WI005,D,3,3,D
53008,53008,WI005,D,8,8,D
53010,53010,WI005,D,3,3,D
53011,53011,WI005,D,4,4,D
53012,53013,WI005,D,3,3,D
53014,53016,WI005,D,4,4,D
53017,53018,WI005,D,3,3,D
53019,53020,WI005,D,4,4,D
53021,53022,WI005,D,3,3,D
53023,53023,WI005,D,4,4,D
53024,53024,WI005,D,3,3,D
53026,53026,WI005,D,4,4,D
53027,53038,WI005,D,3,3,D
53039,53039,WI005,D,4,4,D
53040,53040,WI005,D,3,3,D
53042,53044,WI005,D,4,4,D
53045,53048,WI005,D,3,3,D
53049,53049,WI005,D,4,4,D
53050,53051,WI005,D,3,3,D
53052,53052,WI005,D,8,8,D
53056,53056,WI005,D,3,3,D
53057,53057,WI005,D,4,4,D
53058,53060,WI005,D,3,3,D
53061,53063,WI005,D,4,4,D
53064,53064,WI005,D,3,3,D
53065,53065,WI005,D,4,4,D
53066,53069,WI005,D,3,3,D
53070,53070,WI005,D,4,4,D
53072,53072,WI005,D,3,3,D
53073,53073,WI005,D,4,4,D
53074,53078,WI005,D,3,3,D
53079,53079,WI005,D,4,4,D
53080,53080,WI005,D,3,3,D
53081,53081,WI005,D,4,4,D
53082,53082,WI005,D,8,8,D
53083,53085,WI005,D,4,4,D
53086,53086,WI005,D,3,3,D
53088,53088,WI005,D,4,4,D
53089,53092,WI005,D,3,3,D
53093,53093,WI005,D,4,4,D
53094,53101,WI005,D,3,3,D
53102,53102,WI005,D,4,4,D
53103,53108,WI005,D,3,3,D
53109,53109,WI005,D,4,4,D
53110,53110,WI005,D,3,3,D
53114,53115,WI005,D,4,4,D
53118,53122,WI005,D,3,3,D
53125,53125,WI005,D,4,4,D
53126,53127,WI005,D,3,3,D
53128,53128,WI005,D,4,4,D
53129,53140,WI005,D,3,3,D
53141,53141,WI005,D,8,8,D
53142,53146,WI005,D,3,3,D
53147,53147,WI005,D,4,4,D
53148,53156,WI005,D,3,3,D
53157,53157,WI005,D,4,4,D
53158,53158,WI005,D,3,3,D
53159,53159,WI005,D,4,4,D
53167,53168,WI005,D,3,3,D
53170,53170,WI005,D,4,4,D
53171,53176,WI005,D,3,3,D
53177,53177,MKE,D,2,1,D
53178,53178,WI005,D,3,3,D
53179,53179,WI005,D,4,4,D
53181,53183,WI005,D,3,3,D
53184,53184,WI005,D,4,4,D
53185,53186,WI005,D,3,3,D
53187,53187,WI005,D,8,8,D
53188,53189,WI005,D,3,3,D
53190,53192,WI005,D,4,4,D
53194,53194,WI005,D,3,3,D
53195,53195,WI005,D,4,4,D
53201,53233,WI005,D,3,3,D
53234,53234,WI005,D,8,8,D
53235,53407,WI005,D,3,3,D
53408,53408,WI005,D,8,8,D
53501,53546,WI005,D,4,4,D
53547,53547,WI005,D,8,8,D
53548,53579,WI005,D,4,4,D
53580,53580,WI005,D,8,8,D
53581,53599,WI005,D,4,4,D
53701,53701,WI005,D,8,8,D
53702,53706,WI005,D,4,4,D
53707,53708,WI005,D,8,8,D
53711,53794,WI005,D,4,4,D
53801,53827,WI005,D,8,8,D
53901,53926,WI005,D,4,4,D
53927,53927,WI005,D,8,8,D
53928,53928,WI005,D,4,4,D
53929,53929,WI005,D,8,8,D
53930,53941,WI005,D,4,4,D
53942,53942,WI005,D,8,8,D
53943,53961,WI005,D,4,4,D
53962,53962,WI005,D,8,8,D
53963,53969,WI005,D,4,4,D
54001,54001,MN001,D,4,4,D
54002,54003,MN001,D,3,3,D
54004,54009,MN001,D,4,4,D
54010,54011,MN001,D,3,3,D
54013,54013,MN001,D,4,4,D
54014,54017,MN001,D,3,3,D
54020,54020,MN001,D,4,4,D
54021,54023,MN001,D,3,3,D
54024,54024,MN001,D,4,4,D
54025,54025,MN001,D,3,3,D
54026,54027,MN001,D,4,4,D
54028,54082,MN001,D,3,3,D
54101,54107,MN001,D,8,8,D
54110,54110,WI005,D,4,4,D
54111,54112,MN001,D,8,8,D
54113,54113,WI005,D,4,4,D
54114,54114,MN001,D,8,8,D
54115,54115,WI005,D,4,4,D
54119,54121,MN001,D,8,8,D
54123,54123,WI005,D,4,4,D
54124,54125,MN001,D,8,8,D
54126,54126,WI005,D,4,4,D
54127,54128,MN001,D,8,8,D
54129,54130,WI005,D,4,4,D
54131,54131,WI005,D,8,8,D
54135,54135,MN001,D,8,8,D
54136,54136,WI005,D,4,4,D
54137,54139,MN001,D,8,8,D
54140,54140,WI005,D,4,4,D
54141,54151,MN001,D,8,8,D
54152,54152,WI005,D,4,4,D
54153,54159,MN001,D,8,8,D
54160,54160,WI005,D,4,4,D
54161,54166,MN001,D,8,8,D
54169,54169,WI005,D,4,4,D
54170,54177,MN001,D,8,8,D
54180,54180,WI005,D,4,4,D
54182,54182,MN001,D,8,8,D
54201,54201,WI005,D,4,4,D
54202,54202,WI005,D,8,8,D
54204,54208,WI005,D,4,4,D
54209,54212,WI005,D,8,8,D
54213,54220,WI005,D,4,4,D
54221,54226,WI005,D,8,8,D
54227,54232,WI005,D,4,4,D
54234,54235,WI005,D,8,8,D
54240,54245,WI005,D,4,4,D
54246,54246,WI005,D,8,8,D
54247,54302,WI005,D,4,4,D
54303,54303,MN001,D,8,8,D
54304,54304,WI005,D,4,4,D
54305,54308,WI005,D,8,8,D
54311,54311,WI005,D,4,4,D
54313,54313,MN001,D,8,8,D
54324,54324,WI005,D,8,8,D
54344,54344,WI005,D,4,4,D
54401,54404,MN001,D,8,8,D
54405,54405,MN001,D,4,4,D
54406,54406,WI005,D,4,4,D
54407,54414,MN001,D,8,8,D
54415,54415,WI005,D,8,8,D
54416,54420,MN001,D,8,8,D
54421,54422,MN001,D,4,4,D
54423,54428,MN001,D,8,8,D
54429,54429,WI005,D,8,8,D
54430,54430,MN001,D,8,8,D
54432,54432,WI005,D,8,8,D
54433,54433,MN001,D,4,4,D
54434,54436,MN001,D,8,8,D
54437,54439,MN001,D,4,4,D
54440,54446,MN001,D,8,8,D
54447,54447,MN001,D,4,4,D
54448,54455,MN001,D,8,8,D
54456,54456,MN001,D,4,4,D
54457,54457,WI005,D,8,8,D
54458,54458,WI005,D,4,4,D
54459,54459,MN001,D,8,8,D
54460,54460,MN001,D,4,4,D
54462,54466,MN001,D,8,8,D
54467,54467,WI005,D,4,4,D
54469,54469,WI005,D,8,8,D
54470,54491,MN001,D,8,8,D
54492,54492,WI005,D,4,4,D
54493,54493,MN001,D,8,8,D
54494,54494,WI005,D,8,8,D
54495,54495,MN001,D,8,8,D
54498,54498,MN001,D,4,4,D
54499,54525,MN001,D,8,8,D
54526,54526,MN001,D,4,4,D
54527,54562,MN001,D,8,8,D
54563,54563,MN001,D,4,4,D
54564,54568,MN001,D,8,8,D
54601,54602,WI005,D,8,8,D
54603,54612,MN001,D,4,4,D
54613,54613,WI005,D,8,8,D
54614,54614,MN001,D,8,8,D
54615,54616,MN001,D,4,4,D
54618,54621,WI005,D,8,8,D
54622,54622,MN001,D,4,4,D
54623,54624,WI005,D,8,8,D
54625,54625,MN001,D,4,4,D
54626,54626,WI005,D,8,8,D
54627,54627,MN001,D,4,4,D
54628,54628,WI005,D,8,8,D
54629,54630,MN001,D,4,4,D
54631,54634,WI005,D,8,8,D
54635,54635,MN001,D,4,4,D
54636,54636,MN001,D,8,8,D
54637,54639,WI005,D,8,8,D
54640,54640,IA001,D,8,8,D
54641,54644,MN001,D,8,8,D
54645,54649,WI005,D,8,8,D
54650,54650,MN001,D,4,4,D
54651,54652,WI005,D,8,8,D
54653,54653,MN001,D,8,8,D
54654,54655,WI005,D,8,8,D
54656,54656,MN001,D,8,8,D
54657,54658,WI005,D,8,8,D
54659,54659,MN001,D,4,4,D
54660,54660,MN001,D,8,8,D
54661,54661,MN001,D,4,4,D
54662,54665,WI005,D,8,8,D
54666,54666,MN001,D,8,8,D
54667,54667,WI005,D,8,8,D
54669,54669,MN001,D,4,4,D
54670,54670,WI005,D,8,8,D
54701,54701,MN001,D,4,4,D
54702,54702,MN001,D,8,8,D
54703,54722,MN001,D,4,4,D
54723,54723,MN001,D,3,3,D
54724,54805,MN001,D,4,4,D
54806,54806,MN001,D,8,8,D
54810,54813,MN001,D,4,4,D
54814,54816,MN001,D,8,8,D
54817,54819,MN001,D,4,4,D
54820,54821,MN001,D,8,8,D
54822,54826,MN001,D,4,4,D
54827,54828,MN001,D,8,8,D
54829,54830,MN001,D,4,4,D
54832,54832,MN001,D,8,8,D
54834,54835,MN001,D,4,4,D
54836,54836,MN001,D,8,8,D
54837,54838,MN001,D,4,4,D
54839,54839,MN001,D,8,8,D
54840,54841,MN001,D,4,4,D
54842,54842,MN001,D,8,8,D
54843,54843,MN001,D,4,4,D
54844,54844,MN001,D,8,8,D
54845,54845,MN001,D,4,4,D
54846,54847,MN001,D,8,8,D
54848,54848,MN001,D,4,4,D
54849,54850,MN001,D,8,8,D
54853,54853,MN001,D,4,4,D
54854,54856,MN001,D,8,8,D
54857,54859,MN001,D,4,4,D
54861,54867,MN001,D,8,8,D
54868,54872,MN001,D,4,4,D
54873,54874,MN001,D,8,8,D
54875,54876,MN001,D,4,4,D
54880,54880,MN001,D,8,8,D
54888,54890,MN001,D,4,4,D
54891,54891,MN001,D,8,8,D
54893,54895,MN001,D,4,4,D
54896,54896,MN001,D,8,8,D
54901,54902,WI005,D,4,4,D
54903,54903,WI005,D,8,8,D
54904,54906,WI005,D,4,4,D
54909,54909,WI005,D,8,8,D
54911,54911,WI005,D,4,4,D
54912,54912,WI005,D,8,8,D
54913,54919,WI005,D,4,4,D
54921,54921,WI005,D,8,8,D
54922,54922,MN001,D,8,8,D
54923,54927,WI005,D,4,4,D
54928,54929,MN001,D,8,8,D
54930,54932,WI005,D,4,4,D
54933,54933,MN001,D,8,8,D
54934,54935,WI005,D,4,4,D
54936,54936,WI005,D,8,8,D
54937,54944,WI005,D,4,4,D
54945,54945,MN001,D,8,8,D
54946,54947,WI005,D,4,4,D
54948,54950,MN001,D,8,8,D
54952,54961,WI005,D,4,4,D
54962,54962,MN001,D,8,8,D
54963,54965,WI005,D,4,4,D
54966,54966,WI005,D,8,8,D
54967,54977,WI005,D,4,4,D
54978,54978,MN001,D,8,8,D
54979,54990,WI005,D,4,4,D
55001,55001,MN001,D,3,3,D
55002,55002,MN001,D,4,4,D
55003,55005,MN001,D,3,3,D
55006,55008,MN001,D,4,4,D
55009,55016,MN001,D,3,3,D
55017,55017,MN001,D,4,4,D
55018,55025,MN001,D,3,3,D
55026,55030,MN001,D,4,4,D
55031,55031,MN001,D,3,3,D
55032,55032,MN001,D,4,4,D
55033,55033,MN001,D,3,3,D
55036,55037,MN001,D,4,4,D
55038,55038,MN001,D,3,3,D
55040,55041,MN001,D,4,4,D
55042,55047,MN001,D,3,3,D
55049,55052,MN001,D,4,4,D
55053,55055,MN001,D,3,3,D
55056,55056,MN001,D,4,4,D
55057,55057,MN001,D,3,3,D
55060,55063,MN001,D,4,4,D
55065,55066,MN001,D,3,3,D
55067,55067,MN001,D,4,4,D
55068,55068,MN001,D,3,3,D
55069,55070,MN001,D,4,4,D
55071,55071,MN001,D,3,3,D
55072,55072,MN001,D,4,4,D
55073,55073,MN001,D,3,3,D
55074,55074,MN001,D,4,4,D
55075,55077,MN001,D,3,3,D
55078,55078,MN001,D,8,8,D
55079,55079,MN001,D,3,3,D
55080,55080,MN001,D,4,4,D
55082,55083,MN001,D,3,3,D
55084,55084,MN001,D,4,4,D
55085,55155,MN001,D,3,3,D
55164,55165,MN001,D,8,8,D
55170,55301,MN001,D,3,3,D
55302,55302,MN001,D,4,4,D
55303,55306,MN001,D,3,3,D
55307,55310,MN001,D,4,4,D
55311,55311,MN001,D,3,3,D
55312,55314,MN001,D,4,4,D
55315,55318,MN001,D,3,3,D
55319,55321,MN001,D,4,4,D
55322,55323,MN001,D,3,3,D
55324,55325,MN001,D,4,4,D
55327,55328,MN001,D,3,3,D
55329,55329,MN001,D,4,4,D
55330,55331,MN001,D,3,3,D
55332,55336,MN001,D,4,4,D
55337,55337,MN001,D,3,3,D
55338,55338,MN001,D,4,4,D
55339,55340,MN001,D,3,3,D
55341,55342,MN001,D,4,4,D
55343,55347,MN001,D,3,3,D
55348,55348,MN001,D,8,8,D
55349,55350,MN001,D,4,4,D
55352,55352,MN001,D,3,3,D
55353,55355,MN001,D,4,4,D
55356,55357,MN001,D,3,3,D
55358,55358,MN001,D,4,4,D
55359,55361,MN001,D,3,3,D
55362,55362,MN001,D,4,4,D
55363,55364,MN001,D,3,3,D
55366,55366,MN001,D,4,4,D
55367,55370,MN001,D,3,3,D
55371,55371,MN001,D,4,4,D
55372,55376,MN001,D,3,3,D
55377,55377,MN001,D,4,4,D
55378,55379,MN001,D,3,3,D
55380,55382,MN001,D,4,4,D
55383,55383,MN001,D,8,8,D
55384,55384,MN001,D,3,3,D
55385,55385,MN001,D,4,4,D
55386,55388,MN001,D,3,3,D
55389,55390,MN001,D,4,4,D
55391,55392,MN001,D,3,3,D
55393,55393,MN001,D,8,8,D
55395,55396,MN001,D,4,4,D
55397,55397,MN001,D,3,3,D
55398,55398,MN001,D,4,4,D
55401,55439,MN001,D,3,3,D
55440,55440,MN001,D,8,8,D
55441,55455,MN001,D,3,3,D
55458,55460,MN001,D,8,8,D
55467,55467,MN001,D,3,3,D
55470,55473,MN001,D,8,8,D
55474,55479,MN001,D,3,3,D
55480,55480,MN001,D,8,8,D
55483,55488,MN001,D,3,3,D
55554,55575,MN001,D,8,8,D
55576,55576,MN001,D,3,3,D
55577,55703,MN001,D,8,8,D
55704,55704,MN001,D,4,4,D
55705,55706,MN001,D,8,8,D
55707,55707,MN001,D,4,4,D
55708,55711,MN001,D,8,8,D
55712,55712,MN001,D,4,4,D
55713,55717,MN001,D,8,8,D
55718,55718,MN001,D,4,4,D
55719,55719,MN001,D,8,8,D
55720,55720,MN001,D,4,4,D
55721,55725,MN001,D,8,8,D
55726,55726,MN001,D,4,4,D
55730,55732,MN001,D,8,8,D
55733,55733,MN001,D,4,4,D
55734,55734,MN001,D,8,8,D
55735,55735,MN001,D,4,4,D
55736,55748,MN001,D,8,8,D
55749,55749,MN001,D,4,4,D
55750,55753,MN001,D,8,8,D
55756,55757,MN001,D,4,4,D
55758,55766,MN001,D,8,8,D
55767,55767,MN001,D,4,4,D
55768,55779,MN001,D,8,8,D
55780,55780,MN001,D,4,4,D
55781,55782,MN001,D,8,8,D
55783,55783,MN001,D,4,4,D
55784,55793,MN001,D,8,8,D
55795,55795,MN001,D,4,4,D
55796,55796,MN001,D,8,8,D
55797,55798,MN001,D,4,4,D
55801,55816,MN001,D,8,8,D
55901,55902,MN001,D,4,4,D
55903,55903,MN001,D,8,8,D
55904,55918,MN001,D,4,4,D
55919,55919,MN001,D,8,8,D
55920,55929,MN001,D,4,4,D
55931,55931,MN001,D,8,8,D
55932,55945,MN001,D,4,4,D
55946,55946,MN001,D,3,3,D
55947,55982,MN001,D,4,4,D
55983,55983,MN001,D,3,3,D
55985,56001,MN001,D,4,4,D
56002,56002,MN001,D,8,8,D
56003,56010,MN001,D,4,4,D
56011,56011,MN001,D,3,3,D
56013,56026,MN001,D,4,4,D
56027,56027,IA002,D,8,8,D
56028,56068,MN001,D,4,4,D
56069,56071,MN001,D,3,3,D
56072,56101,MN001,D,4,4,D
56110,56117,MN001,D,8,8,D
56118,56118,MN001,D,4,4,D
56119,56119,MN001,D,8,8,D
56120,56120,MN001,D,4,4,D
56121,56151,MN001,D,8,8,D
56152,56152,MN001,D,4,4,D
